profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,Clusters,Anomalies
1,0.0,2,0.0,0,30,0,0,5.641907070938114,6.059123195581797,6.154858094016418,2,1
1,0.0,1,0.0,0,27,0,0,5.655991810819852,6.633318433280377,6.863803391452954,2,1
1,0.0,0,0.0,0,0,0,0,5.003946305945459,16.545879108168176,4.127134385045092,0,-1
1,0.0,1,0.0,0,109,1,1,4.060443010546419,4.700480365792417,5.19295685089021,1,-1
1,0.0,6,0.0,0,0,0,1,2.8903717578961645,6.285998094508865,6.501289670540389,0,1
1,0.0,2,0.0,0,132,1,0,6.238324625039508,11.70647541343736,5.176149732573829,1,-1
1,0.0,2,0.0,0,126,1,0,5.442417710521793,7.734121303328305,4.875197323201151,1,-1
1,0.0,2,0.0,0,122,0,1,2.772588722239781,5.231108616854587,5.1647859739235145,1,-1
1,0.0,2,0.0,0,138,0,1,6.8885724595653635,6.5337888379333435,7.325148957955575,1,-1
1,0.13,0,0.0,0,0,0,1,3.9889840465642745,6.874198495453294,6.859614903654202,0,1
1,0.0,2,0.0,0,50,0,1,4.718498871295094,5.181783550292085,5.14166355650266,2,1
1,0.0,2,0.0,0,35,0,0,6.579251212010101,6.61338421837956,6.875232087276577,2,1
1,0.0,2,0.0,0,56,1,0,7.060476365999801,13.203157802467539,6.51471269087253,2,-1
1,0.18,2,0.0,0,9,0,0,6.210600077024653,15.486166233918542,7.902487437162855,0,-1
1,0.33,0,0.0,0,0,0,1,2.9444389791664403,5.5909869805108565,5.796057750765372,0,1
1,0.0,2,0.0,0,81,0,0,3.9318256327243257,6.539585955617669,6.523562306149512,1,1
1,0.0,2,0.0,0,134,0,1,4.31748811353631,4.795790545596741,4.727387818712341,1,-1
1,0.0,2,0.0,0,0,0,0,2.1972245773362196,4.663439094112067,4.59511985013459,0,1
1,0.0,0,0.0,0,2,0,0,8.907883013942248,13.700066035852428,2.4849066497880004,0,-1
1,0.0,2,0.0,0,0,1,0,6.042632833682381,12.798996094537445,6.369900982828227,0,-1
1,0.0,2,0.0,0,23,0,0,6.073044534100405,8.210396255104774,7.215239978730097,0,1
1,0.0,2,0.0,0,138,1,0,5.056245805348308,11.431639484753578,2.833213344056216,1,-1
1,0.0,4,0.0,0,35,0,0,8.410720946905721,16.333023142701183,2.1972245773362196,2,-1
1,0.0,3,0.0,0,93,0,0,6.62273632394984,12.84927036519584,0.0,1,-1
1,0.0,2,0.0,0,4,0,1,1.6094379124341003,4.890349128221754,5.214935757608986,0,1
1,0.0,2,0.0,0,1,0,1,3.332204510175204,5.093750200806762,5.342334251964811,0,1
1,0.0,1,0.0,0,4,0,0,4.5217885770490405,5.91350300563827,6.304448802421981,0,1
1,0.0,0,0.0,0,23,0,0,5.572154032177765,7.29776828253138,6.502790045915623,0,1
1,0.0,3,0.0,0,91,1,0,5.616771097666572,7.4949862339505335,6.135564891081739,1,-1
1,0.0,2,0.0,0,57,0,0,5.605802066295998,7.6586995582682995,7.01211529430638,2,1
1,0.0,1,0.0,0,108,1,0,6.570882962339584,6.70073110954781,6.07073772800249,1,-1
1,0.0,2,0.12,0,30,1,0,5.303304908059076,8.884333185202735,6.635946555686647,2,1
1,0.0,0,0.0,0,82,0,0,2.5649493574615367,5.749392985908253,5.932245187448011,1,-1
1,0.12,1,0.0,0,12,1,0,3.295836866004329,4.174387269895637,5.568344503761097,0,1
1,0.0,2,0.0,0,54,0,0,4.330733340286331,7.473069088032197,6.467698726104354,2,1
1,0.0,1,0.0,0,0,0,1,4.553876891600541,6.003887067106539,5.648974238161206,0,1
1,0.0,1,0.0,0,12,0,0,4.1588830833596715,7.519692404116539,6.395261598115449,0,1
1,0.12,2,0.0,0,0,0,0,4.248495242049359,12.677256827649062,5.43372200355424,0,-1
1,0.0,1,0.0,0,3,0,0,2.5649493574615367,4.6913478822291435,4.584967478670572,0,1
1,0.0,1,0.0,0,39,1,0,4.1588830833596715,5.953243334287785,6.104793232414985,2,1
1,0.19,2,0.0,0,0,0,0,2.995732273553991,4.110873864173311,4.61512051684126,0,1
1,0.0,1,0.0,0,68,1,0,4.61512051684126,6.688354713946762,5.0238805208462765,2,1
1,0.0,2,0.0,0,129,1,0,6.495265555937008,10.842439566953361,6.270988431858299,1,-1
1,0.0,2,0.0,0,57,1,0,5.0106352940962555,7.367077059881012,7.5406215286571525,2,1
1,0.0,2,0.0,0,64,0,0,3.1354942159291497,5.4116460518550396,5.58724865840025,2,1
1,0.0,1,0.0,0,42,0,0,5.993961427306569,9.843896771122491,6.61338421837956,2,-1
1,0.0,2,0.0,0,71,1,0,5.0106352940962555,9.234154550075438,7.135687347028144,2,1
1,0.0,3,0.0,0,0,0,0,4.812184355372417,6.29156913955832,6.461468176353717,0,1
1,0.33,2,0.0,0,70,0,0,4.31748811353631,5.991464547107982,6.115892125483034,2,1
1,0.0,1,0.0,0,74,0,0,2.6390573296152584,6.366470447731438,6.343880434126331,2,1
1,0.0,1,0.0,0,8,0,1,2.1972245773362196,5.117993812416755,5.099866427824199,0,1
1,0.0,2,0.0,0,35,0,0,4.356708826689592,6.035481432524756,5.8944028342648505,2,1
1,0.2,2,0.0,0,0,0,1,1.791759469228055,5.58724865840025,5.783825182329737,0,1
1,0.0,1,0.0,0,0,0,1,1.3862943611198906,3.5263605246161616,3.6375861597263857,0,1
1,0.0,2,0.0,0,28,0,1,4.672828834461906,6.20455776256869,6.906754778648554,2,1
1,0.0,2,0.0,0,18,0,1,2.70805020110221,5.187385805840755,5.5053315359323625,0,1
1,0.0,3,0.0,0,28,0,0,5.153291594497779,6.154858094016418,5.666426688112432,2,1
1,0.33,1,0.0,0,36,0,0,4.718498871295094,6.694562058521095,6.516193076042964,2,1
1,0.0,2,0.0,0,2,0,0,3.6635616461296463,5.093750200806762,5.54907608489522,0,1
1,0.06,2,0.0,0,11,0,1,2.995732273553991,6.035481432524756,5.981414211254481,0,1
1,0.0,3,0.0,0,70,1,0,5.429345628954441,9.758692967632895,5.8888779583328805,2,-1
1,0.0,2,0.0,0,29,0,0,5.402677381872279,7.272398392570047,6.4457198193855785,2,1
1,0.0,2,0.0,0,24,1,0,6.364750756851911,11.42351484846955,6.267200548541362,2,-1
1,0.0,3,0.0,0,21,1,0,3.713572066704308,6.715383386334681,6.194405391104672,0,1
1,0.0,1,0.0,0,81,0,0,4.624972813284271,6.60934924316738,7.273092595999522,1,-1
1,0.0,1,0.0,0,34,1,1,5.062595033026967,7.145196134997171,6.802394763324311,2,1
1,0.0,0,0.0,0,40,0,0,5.288267030694535,8.432724034789787,7.446585099157725,2,1
1,0.0,1,0.0,0,12,0,0,4.127134385045092,7.035268599281097,6.802394763324311,0,1
1,0.0,2,0.0,0,0,0,1,6.54965074223381,7.563719668414366,7.252053951852814,0,-1
1,0.0,2,0.0,0,59,0,1,3.912023005428146,6.974478911025045,7.563200592358071,2,1
1,0.0,1,0.0,0,15,0,1,4.454347296253507,6.704414354964107,6.618738983517219,0,1
1,0.0,2,0.0,0,54,0,0,4.356708826689592,6.338594078203183,6.152732694704104,2,1
1,0.0,1,0.0,0,16,0,0,4.07753744390572,7.846589975291186,6.980075940561763,0,1
1,0.0,2,0.0,0,73,0,1,5.4510384535657,7.180069874302796,6.841615476477592,2,1
1,0.0,1,0.0,0,24,0,0,3.044522437723423,6.551080335043404,6.396929655216146,2,1
1,0.0,0,0.0,0,0,0,0,4.59511985013459,8.37309184744198,6.037870919922137,0,1
1,0.0,0,0.0,0,26,1,0,6.327936783729195,7.81923445385907,6.907755278982137,2,1
1,0.0,3,0.0,0,0,0,0,5.247024072160486,6.513230110912307,6.0844994130751715,0,1
1,0.0,2,0.0,0,0,0,1,5.963579343618446,6.594413459749778,6.025865973825314,0,1
1,0.0,0,0.0,0,0,0,1,3.367295829986474,4.0943445622221,4.02535169073515,0,1
1,0.0,3,0.0,0,0,0,1,5.056245805348308,5.66988092298052,5.407171771460119,0,1
1,0.0,1,0.0,0,28,0,1,1.9459101490553132,2.995732273553991,3.044522437723423,2,-1
1,0.0,2,0.0,0,55,1,0,4.248495242049359,8.17526610411206,5.159055299214529,2,-1
1,0.0,1,0.0,0,140,1,0,6.654152520183219,9.878836189094999,6.3835066348840055,1,-1
1,0.0,0,0.0,0,122,1,0,5.327876168789581,7.921898411023797,6.459904454377535,1,-1
1,0.0,2,0.0,0,113,1,0,5.3471075307174685,8.595449689382004,6.380122536899765,1,-1
1,0.0,2,0.0,0,38,0,1,5.814130531825066,6.131226489483141,5.968707559985366,2,1
1,0.0,2,0.0,0,0,0,0,2.302585092994046,5.389071729816501,4.330733340286331,0,1
1,0.0,2,0.0,0,23,0,0,1.9459101490553132,6.680854678790215,7.052721049232323,0,1
1,0.0,1,0.0,0,0,0,0,6.0330862217988015,7.01571242048723,7.5256399750415355,0,1
1,0.2,1,0.0,0,89,0,1,2.6390573296152584,4.9344739331306915,5.342334251964811,1,-1
1,0.44,1,0.0,0,30,0,1,3.5263605246161616,5.327876168789581,5.10594547390058,2,1
1,0.0,1,0.0,0,0,0,0,0.6931471805599453,5.805134968916488,5.811140992976701,0,1
1,0.1,1,0.1,0,0,0,0,6.568077911411976,6.618738983517219,8.446770727119691,0,-1
1,0.0,1,0.0,0,0,0,0,4.74493212836325,6.19644412779452,6.9975959829819265,0,1
1,0.0,1,0.08,0,12,0,1,2.833213344056216,6.124683390894205,6.025865973825314,0,1
1,0.0,0,0.0,0,123,1,0,4.68213122712422,6.879355804460439,7.6246189861593985,1,-1
1,0.24,1,0.24,0,0,0,0,1.791759469228055,6.210600077024653,6.0844994130751715,0,1
1,0.14,2,0.0,0,0,0,1,2.0794415416798357,4.605170185988092,4.890349128221754,0,1
1,0.0,0,0.0,0,0,0,1,3.091042453358316,5.267858159063328,6.025865973825314,0,1
1,0.0,2,0.0,0,40,0,0,4.189654742026425,6.20050917404269,6.536691597591305,2,1
1,0.29,2,0.0,0,0,0,0,2.3978952727983707,5.123963979403259,5.10594547390058,0,1
1,0.0,2,0.0,0,33,0,1,4.0943445622221,4.605170185988092,5.187385805840755,2,1
1,0.0,0,0.0,0,0,0,1,4.927253685157205,6.821107472256465,7.04141166379481,0,1
1,0.0,2,0.0,0,5,0,1,2.3978952727983707,5.2832037287379885,5.3471075307174685,0,1
1,0.0,1,0.0,0,0,0,1,6.349138991379798,6.641182169740591,6.052089168924417,0,1
1,0.18,2,0.0,0,23,0,1,3.2188758248682006,3.828641396489095,4.394449154672439,0,1
1,0.0,1,0.0,0,35,1,0,5.796057750765372,6.453624998892692,6.579251212010101,2,1
1,0.0,4,0.0,0,150,1,0,5.087596335232384,7.232733136177615,8.922791623969637,1,-1
1,0.0,1,0.0,0,26,0,1,5.638354669333745,6.478509642208569,6.556778356158042,2,1
1,0.0,2,0.0,0,149,0,1,4.532599493153256,6.184148890937483,8.10076824307173,1,-1
1,0.0,3,0.0,0,129,0,0,3.4657359027997265,5.303304908059076,5.602118820879701,1,-1
1,0.0,2,0.0,0,0,0,0,0.0,5.262690188904886,4.189654742026425,0,1
1,0.0,0,0.0,0,18,0,1,3.258096538021482,6.317164686747284,6.415096959171596,0,1
1,0.0,2,0.0,0,74,1,0,6.826545223556594,10.221140963483894,8.882252884889363,2,-1
1,0.0,2,0.0,0,0,1,1,6.928537818164665,6.142037405587356,6.946975992135418,0,1
1,0.0,1,0.0,0,59,0,0,5.71042701737487,6.964135612418245,6.263398262591624,2,1
1,0.0,3,0.0,0,148,0,0,2.302585092994046,6.025865973825314,4.9344739331306915,1,-1
1,0.0,0,0.0,0,0,1,0,5.0689042022202315,5.966146739123692,6.693323668269949,0,1
1,0.29,1,0.0,0,15,0,0,3.784189633918261,6.226536669287466,6.222576268071369,0,1
1,0.0,12,0.0,0,46,0,1,3.2188758248682006,6.848005274576363,7.097548850614793,2,1
1,0.0,2,0.0,0,5,0,1,4.110873864173311,7.8628820346414905,6.688354713946762,0,1
1,0.0,1,0.0,0,98,0,0,1.6094379124341003,4.0943445622221,4.718498871295094,1,-1
1,0.0,2,0.0,0,55,0,0,5.3981627015177525,6.434546518787453,6.16541785423142,2,1
1,0.0,2,0.0,0,19,1,0,7.05617528410041,7.908387159290043,6.967909201801884,0,-1
1,0.36,5,0.0,0,71,0,0,2.1972245773362196,5.37989735354046,5.723585101952381,2,1
1,0.22,2,0.0,0,133,0,0,5.983936280687191,6.782192056006791,5.929589143389895,1,-1
1,0.08,2,0.0,0,150,1,0,3.6635616461296463,6.769641976852503,4.290459441148391,1,-1
1,0.0,2,0.0,0,43,0,1,0.6931471805599453,5.583496308781699,5.918893854273146,2,1
1,0.15,2,0.0,0,37,0,1,1.0986122886681098,7.094234845924755,6.452048954437226,2,1
1,0.0,1,0.0,0,35,0,1,3.784189633918261,6.486160788944089,6.92461239604856,2,1
1,0.0,2,0.0,0,87,0,0,4.882801922586371,7.416378479192928,6.97166860472579,1,1
1,0.14,2,0.0,0,59,0,0,2.0794415416798357,9.562615651570228,8.909235279192261,2,1
1,0.0,2,0.0,0,0,0,0,4.060443010546419,6.182084906716632,7.104144092987527,0,1
1,0.0,3,0.0,0,0,0,0,3.6109179126442243,7.094234845924755,7.982416346827733,0,1
1,0.0,2,0.0,0,9,0,1,4.5217885770490405,6.013715156042802,6.455198563340122,0,1
1,0.0,2,0.0,0,12,0,1,2.1972245773362196,5.717027701406222,6.035481432524756,0,1
1,0.1,0,0.0,0,0,0,0,2.4849066497880004,4.836281906951478,4.624972813284271,0,1
1,0.09,1,0.0,0,0,0,0,5.53338948872752,5.438079308923196,5.950642552587727,0,1
1,0.15,3,0.0,0,95,1,1,2.772588722239781,5.8805329864007,6.194405391104672,1,-1
1,0.0,1,0.0,0,0,0,0,4.31748811353631,4.927253685157205,4.574710978503383,0,1
1,0.0,2,0.0,0,46,0,1,4.430816798843313,5.545177444479562,6.284134161070802,2,1
1,0.0,3,0.0,0,123,0,1,4.844187086458591,4.477336814478207,5.991464547107982,1,-1
1,0.0,6,0.0,0,117,1,0,6.498282149476434,12.697553357232383,1.3862943611198906,1,-1
1,0.0,1,0.0,0,26,0,1,0.0,4.74493212836325,6.102558594613569,2,1
1,0.0,0,0.0,0,0,0,1,2.3978952727983707,5.123963979403259,5.961005339623274,0,1
1,0.0,2,0.0,0,58,0,1,2.1972245773362196,7.129297548929373,7.087573705557973,2,1
1,0.0,1,0.0,0,0,0,0,3.2188758248682006,6.373319789577012,7.21890970761906,0,1
1,0.0,1,0.0,0,30,0,1,4.189654742026425,4.912654885736052,5.4510384535657,2,1
1,0.0,3,0.0,0,62,1,0,4.174387269895637,6.583409222158765,5.568344503761097,2,1
1,0.45,1,0.25,0,137,1,0,6.499787040655854,6.5722825426940075,7.05617528410041,1,-1
1,0.0,2,0.0,0,149,1,0,4.875197323201151,10.593329276087347,8.447843113281444,1,-1
0,0.0,0,0.0,0,14,0,1,4.882801922586371,6.280395838960195,6.966967138613983,0,1
1,0.0,2,0.0,0,19,0,1,6.822197390620491,7.055312843339752,8.27715777243181,0,-1
1,0.0,10,0.0,0,131,1,0,1.0986122886681098,10.732803270395875,5.638354669333745,1,-1
1,0.0,2,0.0,0,0,0,0,4.962844630259907,6.776506992372183,6.272877006546167,0,1
1,0.09,5,0.0,0,5,0,0,5.111987788356544,8.007700012884026,6.1224928095143865,0,-1
1,0.09,2,0.0,0,0,0,0,4.394449154672439,7.1693500166706,6.0112671744041615,0,1
1,0.0,2,0.0,0,11,0,1,3.4965075614664802,8.24301946898925,5.631211781821365,0,1
1,0.0,2,0.0,0,0,0,1,4.406719247264253,7.214504414151143,4.852030263919617,0,1
1,0.0,2,0.0,0,27,1,0,5.814130531825066,15.723764529342159,4.718498871295094,2,-1
1,0.38,2,0.0,0,10,1,0,2.1972245773362196,6.674561391814426,6.124683390894205,0,1
1,0.0,2,0.0,0,72,1,0,5.924255797414532,13.503639612690604,5.8971538676367405,2,-1
1,0.0,2,0.0,0,3,0,1,4.04305126783455,5.924255797414532,5.8888779583328805,0,1
1,0.0,3,0.0,0,51,0,1,2.0794415416798357,5.093750200806762,5.7430031878094825,2,1
1,0.0,1,0.0,0,44,0,1,2.5649493574615367,5.736572297479192,5.8998973535824915,2,1
1,0.0,2,0.0,0,0,0,0,1.791759469228055,4.912654885736052,5.176149732573829,0,1
1,0.0,2,0.0,0,73,1,0,4.356708826689592,5.501258210544727,5.153291594497779,2,1
1,0.18,1,0.0,0,70,0,1,4.543294782270004,4.219507705176107,5.0106352940962555,2,-1
1,0.0,2,0.0,0,35,0,0,5.262690188904886,6.892641641172089,4.343805421853684,2,-1
1,0.0,2,0.0,0,13,0,1,2.1972245773362196,6.62273632394984,7.1098794630722715,0,1
1,0.0,4,0.25,0,105,0,1,4.983606621708336,6.661854740545311,6.272877006546167,1,-1
1,0.0,1,0.33,0,91,0,0,4.912654885736052,7.474204806496124,6.80903930604298,1,-1
1,0.14,2,0.0,0,0,0,1,2.9444389791664403,5.765191102784844,6.261491684321042,0,1
1,0.0,2,0.0,0,48,0,0,5.407171771460119,8.572249397164315,6.481577129276431,2,1
1,0.0,2,0.0,0,48,0,0,5.407171771460119,8.572249397164315,6.481577129276431,2,1
1,0.0,2,0.0,0,126,1,1,1.791759469228055,5.43372200355424,5.476463551931511,1,-1
1,0.0,2,0.0,0,0,1,1,4.787491742782046,5.976350909297934,6.220590170099739,0,1
1,0.0,2,0.0,0,53,0,0,5.308267697401205,6.775366090936392,6.626717749249025,2,1
1,0.0,0,0.0,0,8,0,1,2.5649493574615367,5.159055299214529,5.924255797414532,0,1
1,0.0,1,0.0,0,67,0,0,5.71042701737487,15.175586962497912,5.863631175598097,2,-1
1,0.0,1,0.0,0,20,0,0,3.044522437723423,4.672828834461906,4.897839799950911,0,1
1,0.08,2,0.0,0,26,1,0,4.727387818712341,5.332718793265369,3.4965075614664802,2,-1
1,0.0,0,0.0,0,86,0,1,4.007333185232471,5.560681631015528,7.22402480828583,1,-1
1,0.0,1,0.0,0,51,0,1,4.59511985013459,6.921658184151129,6.904750769961838,2,1
1,0.11,4,0.0,0,26,1,0,2.833213344056216,6.6052979209482015,6.300785794663244,2,1
1,0.0,0,0.0,0,18,0,1,4.897839799950911,6.9167150203536085,6.249975242259483,0,1
1,0.0,2,0.0,0,96,1,0,4.962844630259907,7.80057265467065,5.983936280687191,1,-1
1,0.0,2,0.0,0,17,0,0,4.1588830833596715,6.0330862217988015,5.680172609017068,0,1
1,0.0,2,0.0,0,0,0,1,4.2626798770413155,6.248042874508429,6.139884552226255,0,1
1,0.0,2,0.0,0,62,1,0,6.0014148779611505,9.072456664612796,5.846438775057725,2,-1
1,0.0,2,0.0,0,86,0,0,2.772588722239781,6.073044534100405,6.371611847231857,1,-1
1,0.0,2,0.0,0,148,1,0,6.898714534329988,9.826390502151161,6.90875477931522,1,-1
1,0.0,2,0.0,0,1,0,1,2.5649493574615367,4.2626798770413155,4.219507705176107,0,1
1,0.22,3,0.0,0,39,0,0,3.295836866004329,8.676587243566487,5.062595033026967,2,-1
1,0.36,2,0.0,0,35,0,0,1.0986122886681098,7.425357887027151,6.57507584059962,2,1
1,0.0,0,0.0,0,103,0,0,3.2188758248682006,6.42648845745769,5.60947179518496,1,-1
1,0.0,2,0.0,0,0,1,0,6.021023349349527,10.347628353506122,6.028278520230698,0,-1
1,0.0,2,0.0,0,61,0,1,5.384495062789089,7.050122520269059,5.680172609017068,2,1
1,0.15,1,0.0,0,44,0,0,5.056245805348308,9.057072635572965,5.10594547390058,2,-1
1,0.0,1,0.0,0,0,0,0,5.966146739123692,8.3774712482411,6.618738983517219,0,-1
1,0.0,1,0.0,0,0,0,1,2.1972245773362196,5.768320995793772,5.817111159963204,0,1
1,0.0,1,0.0,0,0,0,1,1.3862943611198906,5.247024072160486,5.181783550292085,0,1
1,0.0,1,0.0,0,112,0,1,3.1354942159291497,6.612041034833092,5.805134968916488,1,-1
1,0.18,1,0.0,0,123,0,0,4.0943445622221,9.324115386235027,4.8283137373023015,1,-1
1,0.0,3,0.0,0,24,0,1,4.976733742420574,6.040254711277414,5.605802066295998,2,1
1,0.0,2,0.0,0,34,0,0,1.0986122886681098,4.406719247264253,5.594711379601839,2,1
1,0.0,1,0.0,0,19,0,0,4.3694478524670215,6.854354502255021,6.368187186350492,0,1
1,0.0,2,0.0,0,0,0,0,3.367295829986474,5.332718793265369,5.811140992976701,0,1
1,0.0,2,0.0,0,42,0,0,4.718498871295094,6.295266001439646,6.553933404025811,2,1
1,0.18,3,0.0,0,50,0,0,1.9459101490553132,5.973809611869261,5.472270673671475,2,1
1,0.22,5,0.0,0,67,0,0,1.6094379124341003,8.33758794211651,8.210396255104774,2,1
1,0.17,2,0.0,0,134,1,0,3.4657359027997265,5.583496308781699,5.7745515455444085,1,-1
1,0.0,2,0.0,0,101,0,0,4.465908118654584,5.60947179518496,7.304515946460155,1,-1
1,0.0,2,0.0,0,0,0,0,5.484796933490655,6.054439346269371,6.822197390620491,0,1
1,0.0,3,0.0,0,0,0,1,2.4849066497880004,5.017279836814924,5.187385805840755,0,1
1,0.0,2,0.0,0,17,0,1,3.8066624897703196,6.568077911411976,6.513230110912307,0,1
1,0.0,2,0.0,0,0,0,1,2.302585092994046,4.499809670330265,4.804021044733257,0,1
1,0.0,2,0.0,0,32,0,1,4.143134726391533,6.610696044717759,6.483107351457199,2,1
1,0.0,2,0.0,0,0,0,0,0.0,4.574710978503383,3.9318256327243257,0,1
1,0.0,1,0.0,1,80,1,1,2.772588722239781,4.356708826689592,4.68213122712422,1,-1
1,0.0,2,0.0,0,2,0,1,3.9889840465642745,5.278114659230517,5.981414211254481,0,1
1,0.0,2,0.0,0,0,0,1,1.0986122886681098,2.302585092994046,2.6390573296152584,0,1
1,0.0,1,0.0,0,146,1,0,3.970291913552122,9.286838342948908,8.059908334578276,1,-1
1,0.19,0,0.0,0,0,0,0,0.6931471805599453,4.653960350157523,2.772588722239781,0,1
1,0.0,0,0.0,0,0,1,1,4.143134726391533,5.765191102784844,6.345636360828596,0,1
1,0.18,1,0.0,0,0,0,0,5.5134287461649825,5.87493073085203,4.927253685157205,0,1
1,0.31,1,0.0,0,0,0,1,2.302585092994046,4.605170185988092,6.192362489474872,0,1
1,0.0,0,0.0,0,6,0,0,2.6390573296152584,5.707110264748875,5.921578419643816,0,1
1,0.15,1,0.0,0,0,0,0,5.3230099791384085,4.941642422609304,4.127134385045092,0,1
1,0.0,2,0.0,0,0,0,1,0.0,2.6390573296152584,4.356708826689592,0,1
1,0.22,1,0.14,0,0,0,1,3.9512437185814275,6.408528791059498,6.066108090103747,0,1
1,0.0,1,0.0,0,64,0,0,2.772588722239781,6.061456918928017,5.811140992976701,2,1
1,0.0,1,0.0,0,0,0,0,4.6913478822291435,6.20455776256869,6.302618975744905,0,1
1,0.24,0,0.0,0,0,0,1,5.869296913133774,7.140453043101158,7.690743163541872,0,-1
1,0.0,1,0.0,0,0,0,1,1.791759469228055,4.23410650459726,4.477336814478207,0,1
1,0.0,2,0.0,0,49,1,0,6.329720905522696,12.233488376334652,3.9889840465642745,2,-1
1,0.0,2,0.0,0,23,0,0,4.454347296253507,6.505784060128229,6.413458957167357,0,1
1,0.0,2,0.0,0,120,1,0,4.564348191467836,7.284134806195205,6.320768294250582,1,-1
1,0.14,2,0.0,0,34,0,0,2.70805020110221,6.018593214496234,5.961005339623274,2,1
1,0.0,3,0.0,0,25,0,1,3.970291913552122,5.700443573390687,6.320768294250582,2,1
1,0.0,2,0.0,0,0,0,1,2.0794415416798357,5.541263545158426,5.846438775057725,0,1
1,0.0,2,0.0,0,12,0,0,5.288267030694535,6.976348070447749,6.9782137426306985,0,1
1,0.17,2,0.0,0,0,0,1,4.499809670330265,7.0630481633881725,6.428105272684596,0,1
1,0.0,2,0.0,0,9,0,1,3.5553480614894135,5.817111159963204,5.707110264748875,0,1
1,0.08,2,0.0,0,1,0,0,5.648974238161206,5.849324779946859,6.056784013228625,0,1
1,0.0,2,0.0,0,18,0,1,4.189654742026425,7.465655310134056,7.397561535524052,0,1
1,0.0,2,0.0,0,34,0,1,4.844187086458591,5.594711379601839,5.916202062607435,2,1
1,0.0,3,0.0,0,23,0,1,5.793013608384144,6.2878585601617845,6.910750787961936,0,1
1,0.0,1,0.0,0,19,0,1,3.7612001156935624,6.692083742506628,6.192362489474872,0,1
1,0.0,2,0.0,0,139,0,0,3.6109179126442243,7.316548177182976,3.970291913552122,1,-1
1,0.0,2,0.0,0,13,0,1,1.3862943611198906,4.653960350157523,4.787491742782046,0,1
1,0.0,2,0.0,0,50,0,0,3.9889840465642745,5.942799375126701,6.137727054086234,2,1
1,0.0,3,0.0,0,46,1,1,2.0794415416798357,5.552959584921617,5.849324779946859,2,1
1,0.0,1,0.0,0,30,0,1,4.6443908991413725,7.4821189235521155,8.922791623969637,2,-1
1,0.3,2,0.0,0,26,0,1,5.488937726156687,7.284134806195205,7.0909098220799835,2,1
1,0.0,0,0.0,0,0,0,1,4.6443908991413725,5.583496308781699,5.579729825986222,0,1
1,0.0,1,0.0,0,0,0,1,4.543294782270004,6.9584483932976555,6.543911845564792,0,1
1,0.11,1,0.0,0,0,0,0,0.6931471805599453,4.356708826689592,3.5553480614894135,0,1
0,0.0,1,0.0,0,27,0,1,2.833213344056216,5.3981627015177525,5.780743515792329,2,1
1,0.07,2,0.0,0,37,1,1,3.4965075614664802,5.187385805840755,4.406719247264253,2,1
1,0.0,1,0.0,0,31,0,1,7.117205503164344,6.591673732008658,7.101675971619444,2,1
